order,id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,type,paint_color,image_url,state,lat,long,posting_date
10748,7316510721,https://phoenix.craigslist.org/wvl/ctd/d/luke-air-force-base-2019-toyota-corolla/7316510721.html,phoenix,https://phoenix.craigslist.org,20990,2019,toyota,corolla hatchback se 4d,good,,gas,12287,clean,other,JTNK4RBE6K3038839,fwd,hatchback,white,https://images.craigslist.org/00C0C_dLm1RcJPEJQz_0gw0co_600x450.jpg,az,33.51,-112.36,2021-05-03T16:50:55-0700
10749,7316510653,https://phoenix.craigslist.org/wvl/ctd/d/luke-air-force-base-2018-toyota-yaris/7316510653.html,phoenix,https://phoenix.craigslist.org,15990,2018,toyota,yaris ia sedan 4d,good,,gas,30474,clean,other,3MYDLBYV9JY333553,fwd,sedan,,https://images.craigslist.org/00l0l_l3TIo3GMDRvz_0gw0co_600x450.jpg,az,33.51,-112.36,2021-05-03T16:50:49-0700
10750,7316510609,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2019-acura-ilx-premium-pkg/7316510609.html,phoenix,https://phoenix.craigslist.org,24990,2019,acura,ilx premium pkg sedan 4d,good,,other,5334,clean,other,19UDE2F79KA014450,fwd,sedan,,https://images.craigslist.org/00R0R_lwWjXSEWNa7z_0x20oM_600x450.jpg,az,33.44,-112.08,2021-05-03T16:50:45-0700
10754,7316510117,https://phoenix.craigslist.org/evl/cto/d/scottsdale-mercedes-benz-s550-sport/7316510117.html,phoenix,https://phoenix.craigslist.org,9450,2007,mercedes-benz,s-class s550 sedan,excellent,8 cylinders,gas,171400,clean,automatic,WDDNG71X27A082099,rwd,sedan,black,https://images.craigslist.org/00Z0Z_btJBKsztlVMz_0CI0pO_600x450.jpg,az,33.4936,-111.9167,2021-05-03T16:49:36-0700
10756,7316509922,https://phoenix.craigslist.org/evl/ctd/d/mesa-2014-chevrolet-camaro-coupe-128k/7316509922.html,phoenix,https://phoenix.craigslist.org,15995,2015,chevrolet,camaro,excellent,6 cylinders,gas,128616,clean,automatic,2G1FB1E33E9190055,fwd,coupe,red,https://images.craigslist.org/01010_ksTAN3i4perz_0CI0t2_600x450.jpg,az,33.3887,-111.8428,2021-05-03T16:49:12-0700
10761,7316506511,https://phoenix.craigslist.org/evl/ctd/d/mesa-2013-hyundai-genesis-38-sedan-4d/7316506511.html,phoenix,https://phoenix.craigslist.org,17990,2013,hyundai,genesis 3.8 sedan 4d,good,6 cylinders,gas,34781,clean,other,KMHGC4DD2DU230031,rwd,sedan,silver,https://images.craigslist.org/00R0R_lwWjXSEWNa7z_0x20oM_600x450.jpg,az,33.44,-111.8,2021-05-03T16:41:14-0700
10770,7316502146,https://phoenix.craigslist.org/evl/ctd/d/mesa-2015-bmw-x1-sdrive28i-suv-alpine/7316502146.html,phoenix,https://phoenix.craigslist.org,14991,2015,bmw,x1 sdrive28i,good,4 cylinders,gas,100054,clean,automatic,WBAVM1C51FV315664,rwd,other,white,https://images.craigslist.org/00a0a_y9oYbRQLKLz_0ak07K_600x450.jpg,az,33.416084,-111.791486,2021-05-03T16:31:08-0700
10771,7316502137,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2020-toyota-tacoma-access-cab/7316502137.html,phoenix,https://phoenix.craigslist.org,31990,2020,toyota,tacoma access cab sr,good,,gas,9261,clean,other,3TYSX5EN3LT003065,4wd,pickup,silver,https://images.craigslist.org/00i0i_61gjgngG17Az_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T16:31:07-0700
10773,7316502058,https://phoenix.craigslist.org/evl/ctd/d/mesa-2018-hyundai-elantra-gt-hatchback/7316502058.html,phoenix,https://phoenix.craigslist.org,18590,2018,hyundai,elantra gt hatchback 4d,good,,gas,36214,clean,other,KMHH35LE9JU011180,fwd,hatchback,black,https://images.craigslist.org/00R0R_lwWjXSEWNa7z_0x20oM_600x450.jpg,az,33.44,-111.8,2021-05-03T16:30:59-0700
10779,7316502066,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2018-hyundai-sonata-se-sedan-4d/7316502066.html,phoenix,https://phoenix.craigslist.org,18990,2018,hyundai,sonata se sedan 4d,good,,other,14854,clean,other,5NPE24AF4JH606948,fwd,sedan,blue,https://images.craigslist.org/00W0W_3hTQxzmLomwz_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T16:31:00-0700
10792,7316497756,https://phoenix.craigslist.org/wvl/ctd/d/luke-air-force-base-2016-toyota-corolla/7316497756.html,phoenix,https://phoenix.craigslist.org,17990,2016,toyota,corolla s special edition,good,,gas,19987,clean,automatic,2T1BURHE6GC608574,fwd,sedan,red,https://images.craigslist.org/01111_6sPElyoCigvz_0gw0co_600x450.jpg,az,33.51,-112.36,2021-05-03T16:21:25-0700
10795,7316497570,https://phoenix.craigslist.org/evl/ctd/d/mesa-2019-toyota-sienna-le-minivan-4d/7316497570.html,phoenix,https://phoenix.craigslist.org,32590,2019,toyota,sienna le minivan 4d,good,,other,21883,clean,other,5TDKZ3DC5KS968762,fwd,van,white,https://images.craigslist.org/00R0R_lwWjXSEWNa7z_0x20oM_600x450.jpg,az,33.44,-111.8,2021-05-03T16:21:04-0700
10796,7316497656,https://phoenix.craigslist.org/evl/ctd/d/mesa-2017-jeep-patriot-sport-se-suv/7316497656.html,phoenix,https://phoenix.craigslist.org,14991,2017,jeep,patriot sport se,good,4 cylinders,gas,78579,clean,automatic,1C4NJPBA9HD201689,fwd,other,black,https://images.craigslist.org/00y0y_kB9nL9QrIb6z_0ak07K_600x450.jpg,az,33.416084,-111.791486,2021-05-03T16:21:14-0700
10800,7316497522,https://phoenix.craigslist.org/evl/ctd/d/mesa-2016-fiat-500x-lounge-sport/7316497522.html,phoenix,https://phoenix.craigslist.org,17590,2016,fiat,500x lounge sport utility,good,,gas,38259,clean,other,ZFBCFXDT0GP330982,fwd,hatchback,white,https://images.craigslist.org/00R0R_1oevnUoCBeVz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T16:20:58-0700
10802,7316497071,https://phoenix.craigslist.org/nph/cto/d/scottsdale-2011-hyundai-sonata-limited/7316497071.html,phoenix,https://phoenix.craigslist.org,11950,2011,hyundai,sonata,excellent,4 cylinders,gas,47300,clean,automatic,5NPEC4AB8BH193735,fwd,sedan,grey,https://images.craigslist.org/00U0U_8ZZMMNsOxHZz_06s08B_600x450.jpg,az,33.6165,-111.9554,2021-05-03T16:20:01-0700
10807,7316493334,https://phoenix.craigslist.org/evl/ctd/d/mesa-2018-toyota-corolla-im-hatchback/7316493334.html,phoenix,https://phoenix.craigslist.org,13591,2018,toyota,corolla im,good,4 cylinders,gas,75347,clean,automatic,JTNKARJEXJJ560961,fwd,hatchback,silver,https://images.craigslist.org/01313_f0X1PYs2d32z_0ak07K_600x450.jpg,az,33.416084,-111.791486,2021-05-03T16:11:39-0700
10808,7316493243,https://phoenix.craigslist.org/evl/ctd/d/mesa-2018-ford-fusion-energi-plug-in/7316493243.html,phoenix,https://phoenix.craigslist.org,20990,2018,ford,fusion energi plug-in,good,,hybrid,39453,clean,other,3FA6P0PU1JR150401,fwd,sedan,white,https://images.craigslist.org/01414_lmic4mkVy8Uz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T16:11:30-0700
10811,7316493841,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2015-ford-150-king-ranch/7316493841.html,phoenix,https://phoenix.craigslist.org,34999,2015,ford,f150 king ranch 4x4,like new,6 cylinders,gas,113925,clean,automatic,1FTEW1EG8FFC72429,rwd,truck,red,https://images.craigslist.org/00C0C_hRwZbOnxLpfz_0kE0fu_600x450.jpg,az,33.5623,-112.0559,2021-05-03T16:12:46-0700
10814,7316493076,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2012-nissan-370z-touring-coupe/7316493076.html,phoenix,https://phoenix.craigslist.org,23590,2012,nissan,370z touring coupe 2d,good,6 cylinders,gas,33872,clean,other,JN1AZ4EH9CM565279,rwd,coupe,silver,https://images.craigslist.org/00e0e_lDIN3gxQpynz_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T16:11:12-0700
10815,7316493301,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2015-honda-accord-ex-coupe-2d/7316493301.html,phoenix,https://phoenix.craigslist.org,18590,2015,honda,accord ex-l coupe 2d,good,,other,46565,clean,other,1HGCT1B8XFA001173,fwd,coupe,black,https://images.craigslist.org/00C0C_9rYpLXokOYYz_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T16:11:35-0700
10816,7316493012,https://phoenix.craigslist.org/evl/ctd/d/mesa-2018-mini-clubman-cooper-hatchback/7316493012.html,phoenix,https://phoenix.craigslist.org,23590,2018,mini,clubman cooper s hatchback,good,,gas,20891,clean,other,WMWLN9C50J2E50974,fwd,hatchback,blue,https://images.craigslist.org/00U0U_ezJTX3vMwGtz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T16:11:04-0700
10819,7316491759,https://phoenix.craigslist.org/wvl/cto/d/phoenix-2016-chevy-suburban-lt-low/7316491759.html,phoenix,https://phoenix.craigslist.org,46000,2016,chevrolet,suburban 1500,excellent,8 cylinders,gas,33095,clean,automatic,1GNSCHKCXGR426006,rwd,SUV,brown,https://images.craigslist.org/01010_cS7hzTcC96Nz_0CI0t2_600x450.jpg,az,33.4939,-112.1696,2021-05-03T16:08:24-0700
10821,7316491182,https://phoenix.craigslist.org/nph/ctd/d/phoenix-1997-ford-150-regular-cab-short/7316491182.html,phoenix,https://phoenix.craigslist.org,3500,1997,ford,f-150 xlt,good,6 cylinders,gas,146557,clean,automatic,1FTDF17W6VKD11556,rwd,pickup,white,https://images.craigslist.org/00E0E_ardVtAILiGuz_0CI0t2_600x450.jpg,az,33.573428,-112.058646,2021-05-03T16:07:10-0700
10830,7316488138,https://phoenix.craigslist.org/evl/ctd/d/phoenix-2016-honda-odyssey-ex-van/7316488138.html,phoenix,https://phoenix.craigslist.org,19500,2016,honda,odyssey ex-l,good,6 cylinders,gas,114344,clean,automatic,5FNRL5H65GB103768,fwd,van,,https://images.craigslist.org/00S0S_luzd4WrBjQhz_0ak07K_600x450.jpg,az,33.569105,-112.06387,2021-05-03T16:00:57-0700
10831,7316488334,https://phoenix.craigslist.org/evl/ctd/d/mesa-2019-mazda-mx5-miata-rf-grand/7316488334.html,phoenix,https://phoenix.craigslist.org,32590,2019,mazda,mx-5 miata rf grand,good,,gas,2612,clean,other,JM1NDAM71K0308529,rwd,other,red,https://images.craigslist.org/00D0D_arenBDGeWyMz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T16:01:16-0700
10834,7316488188,https://phoenix.craigslist.org/evl/ctd/d/mesa-2015-chevy-chevrolet-trax-ltz/7316488188.html,phoenix,https://phoenix.craigslist.org,16990,2015,chevrolet,trax ltz sport utility,good,,gas,38066,clean,other,3GNCJNSB7FL211012,fwd,hatchback,silver,https://images.craigslist.org/00R0R_lwWjXSEWNa7z_0x20oM_600x450.jpg,az,33.44,-111.8,2021-05-03T16:01:02-0700
10836,7316488168,https://phoenix.craigslist.org/evl/ctd/d/mesa-2014-toyota-4runner-limited-sport/7316488168.html,phoenix,https://phoenix.craigslist.org,28990,2014,toyota,4runner limited sport,good,6 cylinders,gas,100176,clean,other,JTEBU5JR8E5184357,4wd,other,silver,https://images.craigslist.org/00505_5nEskxwJvCgz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T16:00:59-0700
10837,7316488133,https://phoenix.craigslist.org/wvl/ctd/d/luke-air-force-base-2012-lexus-is-is/7316488133.html,phoenix,https://phoenix.craigslist.org,20990,2012,lexus,is 250 sedan 4d,good,6 cylinders,gas,33083,clean,other,JTHBF5C20C5184508,rwd,sedan,brown,https://images.craigslist.org/00S0S_koEuZ7dSJnz_0gw0co_600x450.jpg,az,33.51,-112.36,2021-05-03T16:00:56-0700
10838,7316488149,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2016-honda-odyssey-ex-van/7316488149.html,phoenix,https://phoenix.craigslist.org,19500,2016,honda,odyssey ex-l,good,6 cylinders,gas,114344,clean,automatic,5FNRL5H65GB103768,fwd,van,,https://images.craigslist.org/00S0S_luzd4WrBjQhz_0ak07K_600x450.jpg,az,33.569105,-112.06387,2021-05-03T16:00:58-0700
10841,7316488120,https://phoenix.craigslist.org/wvl/ctd/d/luke-air-force-base-2019-chevy/7316488120.html,phoenix,https://phoenix.craigslist.org,29990,2019,chevrolet,blazer 2lt sport,good,6 cylinders,gas,21462,clean,other,3GNKBCRS6KS694009,fwd,other,red,https://images.craigslist.org/00h0h_kWSDguAFMQlz_0gw0co_600x450.jpg,az,33.51,-112.36,2021-05-03T16:00:55-0700
10849,7316483639,https://phoenix.craigslist.org/wvl/ctd/d/luke-air-force-base-2018-land-rover/7316483639.html,phoenix,https://phoenix.craigslist.org,27990,2018,rover,discovery sport se,good,,gas,33967,clean,other,SALCP2RX5JH768573,4wd,other,white,https://images.craigslist.org/00p0p_3zwomjsg23iz_0gw0co_600x450.jpg,az,33.51,-112.36,2021-05-03T15:51:22-0700
10853,7316483346,https://phoenix.craigslist.org/evl/ctd/d/phoenix-2015-bmw-series-328i-sedan/7316483346.html,phoenix,https://phoenix.craigslist.org,14500,2015,bmw,3 series 328i,good,4 cylinders,gas,94104,clean,manual,WBA3A5G59FNS82866,rwd,sedan,,https://images.craigslist.org/00Q0Q_9TkXfTSFxyCz_0ak07K_600x450.jpg,az,33.569105,-112.06387,2021-05-03T15:50:54-0700
10855,7316483425,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2018-jeep-wrangler-unlimited/7316483425.html,phoenix,https://phoenix.craigslist.org,39990,2018,jeep,wrangler unlimited all new,good,6 cylinders,other,15688,clean,other,1C4HJXDG8JW111006,4wd,other,silver,https://images.craigslist.org/00P0P_3FV4jklpQNgz_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T15:51:02-0700
10856,7316483353,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2017-jeep-wrangler-sport-suv-2d/7316483353.html,phoenix,https://phoenix.craigslist.org,28590,2017,jeep,wrangler sport suv 2d,good,,other,31783,clean,other,1C4AJWAG0HL680329,4wd,other,,https://images.craigslist.org/00n0n_8kRLujGb2c2z_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T15:50:55-0700
10861,7316478815,https://phoenix.craigslist.org/wvl/ctd/d/luke-air-force-base-2019-acura-tlx-35/7316478815.html,phoenix,https://phoenix.craigslist.org,25990,2019,acura,tlx 3.5 sedan 4d,good,6 cylinders,gas,26184,clean,other,19UUB2F36KA005727,fwd,sedan,white,https://images.craigslist.org/00I0I_eVqgYrZmb84z_0gw0co_600x450.jpg,az,33.51,-112.36,2021-05-03T15:41:10-0700
10862,7316478840,https://phoenix.craigslist.org/evl/ctd/d/mesa-2019-hyundai-tucson-value-sport/7316478840.html,phoenix,https://phoenix.craigslist.org,22590,2019,hyundai,tucson value sport,good,,gas,15168,clean,other,KM8J33A45KU926996,fwd,other,silver,https://images.craigslist.org/00V0V_6WKltLN7w2qz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T15:41:12-0700
10863,7316478745,https://phoenix.craigslist.org/evl/ctd/d/mesa-2018-ford-fiesta-st-hatchback-4d/7316478745.html,phoenix,https://phoenix.craigslist.org,25990,2018,ford,fiesta st hatchback 4d,good,,gas,22446,clean,other,3FADP4GX9JM123873,fwd,hatchback,black,https://images.craigslist.org/00v0v_8WmlAw9QKfCz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T15:41:03-0700
10864,7316478740,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2015-bmw-series-328i-sedan/7316478740.html,phoenix,https://phoenix.craigslist.org,14500,2015,bmw,3 series 328i,good,4 cylinders,gas,94104,clean,manual,WBA3A5G59FNS82866,rwd,sedan,,https://images.craigslist.org/00Q0Q_9TkXfTSFxyCz_0ak07K_600x450.jpg,az,33.569105,-112.06387,2021-05-03T15:41:02-0700
10876,7316474230,https://phoenix.craigslist.org/evl/ctd/d/mesa-2020-lincoln-corsair-sport-utility/7316474230.html,phoenix,https://phoenix.craigslist.org,38990,2020,lincoln,corsair sport utility 4d,good,,other,4566,clean,other,5LMCJ1C93LUL16301,fwd,other,silver,https://images.craigslist.org/00v0v_cgV4pIrGk2rz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T15:31:17-0700
10877,7316474073,https://phoenix.craigslist.org/evl/ctd/d/mesa-2017-toyota-yaris-ia-sedan-abyss/7316474073.html,phoenix,https://phoenix.craigslist.org,12991,2017,toyota,yaris ia,good,4 cylinders,gas,45400,clean,automatic,3MYDLBYVXHY163732,fwd,sedan,,https://images.craigslist.org/00a0a_1RdOdyeyMNez_0ak07K_600x450.jpg,az,33.416084,-111.791486,2021-05-03T15:31:01-0700
10879,7316473973,https://phoenix.craigslist.org/evl/ctd/d/mesa-2015-jeep-cherokee-trailhawk-suv/7316473973.html,phoenix,https://phoenix.craigslist.org,12991,2015,jeep,cherokee trailhawk,good,6 cylinders,gas,175098,clean,automatic,1C4PJMBS8FW570206,4wd,other,white,https://images.craigslist.org/00D0D_hd5OQTXu9mYz_0ak07K_600x450.jpg,az,33.416084,-111.791486,2021-05-03T15:30:51-0700
10887,7316469304,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2020-vw-volkswagen-golf-gti/7316469304.html,phoenix,https://phoenix.craigslist.org,28990,2020,volkswagen,golf gti s hatchback,good,,gas,4771,clean,other,3VW6T7AU6LM000563,fwd,sedan,black,https://images.craigslist.org/00n0n_g4bn2HL9u4nz_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T15:20:53-0700
10888,7316469420,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2017-toyota-tundra-double-cab/7316469420.html,phoenix,https://phoenix.craigslist.org,39590,2017,toyota,tundra double cab sr5,good,8 cylinders,gas,27459,clean,other,5TFUW5F10HX666470,4wd,pickup,black,https://images.craigslist.org/00j0j_qzqFdaK1L5z_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T15:21:06-0700
10893,7316469179,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2015-hyundai-sonata-24l-se/7316469179.html,phoenix,https://phoenix.craigslist.org,9900,2015,hyundai,sonata 2.4l se,good,4 cylinders,gas,106245,clean,automatic,5NPE24AF8FH189437,fwd,sedan,,https://images.craigslist.org/00303_jJE9pQI4Xzgz_0ak07K_600x450.jpg,az,33.569105,-112.06387,2021-05-03T15:20:37-0700
10894,7316469397,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2015-bmw-series-328i-sedan/7316469397.html,phoenix,https://phoenix.craigslist.org,14500,2015,bmw,3 series 328i,good,4 cylinders,gas,94104,clean,manual,WBA3A5G59FNS82866,rwd,sedan,,https://images.craigslist.org/00Q0Q_9TkXfTSFxyCz_0ak07K_600x450.jpg,az,33.569105,-112.06387,2021-05-03T15:21:04-0700
10903,7316464907,https://phoenix.craigslist.org/evl/ctd/d/mesa-2019-caddy-cadillac-xts-luxury/7316464907.html,phoenix,https://phoenix.craigslist.org,28590,2019,cadillac,xts luxury sedan 4d,good,6 cylinders,gas,31208,clean,other,2G61M5S3XK9119117,fwd,sedan,white,https://images.craigslist.org/00101_iRKUWh73VSRz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T15:11:26-0700
10906,7316464710,https://phoenix.craigslist.org/evl/ctd/d/mesa-2017-toyota-sienna-xle-premium/7316464710.html,phoenix,https://phoenix.craigslist.org,27590,2017,toyota,sienna xle premium,good,6 cylinders,gas,53525,clean,other,5TDYZ3DC7HS898846,fwd,van,black,https://images.craigslist.org/00s0s_gYTH7LojhuNz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T15:11:05-0700
10924,7316459524,https://phoenix.craigslist.org/evl/ctd/d/mesa-2017-toyota-prius-two-hatchback-4d/7316459524.html,phoenix,https://phoenix.craigslist.org,18990,2017,toyota,prius two hatchback 4d,good,,hybrid,57500,clean,other,JTDKBRFU4H3034597,fwd,hatchback,silver,https://images.craigslist.org/00909_6gMgG3BVuTDz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T15:01:00-0700
10934,7316454631,https://phoenix.craigslist.org/evl/ctd/d/mesa-2012-gmc-terrain-sle-suv-mocha/7316454631.html,phoenix,https://phoenix.craigslist.org,11991,2012,gmc,terrain sle-2,good,6 cylinders,gas,91868,clean,automatic,2GKFLSE54C6152400,fwd,other,,https://images.craigslist.org/00505_jVLm73NOvHoz_0ak07K_600x450.jpg,az,33.416084,-111.791486,2021-05-03T14:51:16-0700
10935,7316454750,https://phoenix.craigslist.org/wvl/ctd/d/luke-air-force-base-2018-ford-explorer/7316454750.html,phoenix,https://phoenix.craigslist.org,31990,2018,ford,explorer xlt sport utility,good,6 cylinders,gas,5769,clean,other,1FM5K8D8XJGB40110,4wd,other,blue,https://images.craigslist.org/00y0y_iuywWxjVbVJz_0gw0co_600x450.jpg,az,33.51,-112.36,2021-05-03T14:51:27-0700
10936,7316454792,https://phoenix.craigslist.org/evl/ctd/d/mesa-2018-toyota-chr-xle-premium-sport/7316454792.html,phoenix,https://phoenix.craigslist.org,20990,2018,toyota,c-hr xle premium sport,good,,other,14835,clean,other,NMTKHMBX5JR046892,fwd,hatchback,,https://images.craigslist.org/01717_9ANQUU0OCooz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T14:51:31-0700
10944,7316452214,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2000-ford-excursion-sport/7316452214.html,phoenix,https://phoenix.craigslist.org,7500,2000,ford,excursion,excellent,10 cylinders,gas,275134,clean,automatic,1FMNU43SXYEE49825,4wd,SUV,black,https://images.craigslist.org/00U0U_lpvYu0IslAjz_0cU09E_600x450.jpg,az,33.684238,-112.102735,2021-05-03T14:46:20-0700
10945,7316452160,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2008-chevrolet-silverado-1500/7316452160.html,phoenix,https://phoenix.craigslist.org,17997,2008,chevrolet,silverado 1500,excellent,8 cylinders,gas,150564,clean,automatic,2GCEK13C281339824,4wd,pickup,grey,https://images.craigslist.org/00b0b_lP9I4Mqceldz_0cU09E_600x450.jpg,az,33.684238,-112.102735,2021-05-03T14:46:12-0700
10948,7316451057,https://phoenix.craigslist.org/nph/ctd/d/phoenix-2012-ford-150-reg-cab-work/7316451057.html,phoenix,https://phoenix.craigslist.org,6995,2012,ford,f150,good,6 cylinders,gas,217012,clean,automatic,1FTMF1CM1CKD71326,rwd,pickup,white,https://images.craigslist.org/00h0h_WeQvIkH8Pcz_0kZ0fK_600x450.jpg,az,33.623528,-112.010021,2021-05-03T14:44:01-0700
10949,7316449637,https://phoenix.craigslist.org/evl/ctd/d/mesa-2020-mercedes-benz-class-220-sedan/7316449637.html,phoenix,https://phoenix.craigslist.org,29990,2020,mercedes-benz,a-class a 220,good,,gas,20055,clean,other,W1K3G4EB4LW047243,fwd,sedan,black,https://images.craigslist.org/00B0B_cwwR9c22mC3z_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T14:41:12-0700
10950,7316449496,https://phoenix.craigslist.org/wvl/ctd/d/luke-air-force-base-2020-ford-fusion-se/7316449496.html,phoenix,https://phoenix.craigslist.org,23590,2020,ford,fusion se hybrid sedan 4d,good,,hybrid,1324,clean,other,3FA6P0LU4LR265454,fwd,sedan,blue,https://images.craigslist.org/00e0e_eTc9CVhqR18z_0gw0co_600x450.jpg,az,33.51,-112.36,2021-05-03T14:40:59-0700
10952,7316449662,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2019-tesla-model-standard-range/7316449662.html,phoenix,https://phoenix.craigslist.org,37990,2019,tesla,model 3 standard range,good,,electric,22544,clean,other,5YJ3E1EA9KF415988,rwd,sedan,white,https://images.craigslist.org/00S0S_c7U7fnaC3NSz_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T14:41:14-0700
10954,7316449533,https://phoenix.craigslist.org/evl/ctd/d/mesa-2017-hyundai-santa-fe-limited/7316449533.html,phoenix,https://phoenix.craigslist.org,25590,2017,hyundai,santa fe limited,good,,other,34446,clean,automatic,KM8SR4HF9HU169965,fwd,other,black,https://images.craigslist.org/01010_2dB3idkeYG3z_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T14:41:02-0700
10964,7316444653,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2013-chevy-chevrolet-silverado/7316444653.html,phoenix,https://phoenix.craigslist.org,30990,2013,chevrolet,silverado 1500,good,8 cylinders,gas,39255,clean,other,1GCRKSE79DZ220550,4wd,pickup,,https://images.craigslist.org/01616_fZU0RO6doOVz_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T14:31:14-0700
10966,7316444710,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2020-hyundai-elantra-se-sedan/7316444710.html,phoenix,https://phoenix.craigslist.org,16990,2020,hyundai,elantra se sedan 4d,good,,gas,20372,clean,other,5NPD74LF7LH509532,fwd,sedan,,https://images.craigslist.org/00g0g_gMAwpWRMQo2z_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T14:31:19-0700
10970,7316444607,https://phoenix.craigslist.org/evl/ctd/d/mesa-2011-toyota-sienna-xle-van-silver/7316444607.html,phoenix,https://phoenix.craigslist.org,11991,2011,toyota,sienna xle,good,6 cylinders,gas,172752,clean,automatic,5TDYK3DC2BS053463,fwd,van,silver,https://images.craigslist.org/00606_j66jAvr8OByz_0ak07K_600x450.jpg,az,33.416084,-111.791486,2021-05-03T14:31:11-0700
10973,7316441304,https://phoenix.craigslist.org/nph/ctd/d/phoenix-rare-1999-chevy-door-blazer/7316441304.html,phoenix,https://phoenix.craigslist.org,14995,1999,chevrolet,tahoe,good,8 cylinders,gas,135797,clean,automatic,3GNEK18R6XG118155,4wd,truck,white,https://images.craigslist.org/00303_aK4LGEwrEqMz_0kj0fe_600x450.jpg,az,33.624386,-112.010193,2021-05-03T14:25:02-0700
10990,7316433951,https://phoenix.craigslist.org/evl/ctd/d/mesa-2017-toyota-yaris-ia-sedan-4d/7316433951.html,phoenix,https://phoenix.craigslist.org,16990,2017,toyota,yaris ia sedan 4d,good,,gas,17186,clean,other,3MYDLBYV9HY190632,fwd,sedan,red,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T14:11:23-0700
10992,7316433963,https://phoenix.craigslist.org/evl/ctd/d/mesa-2019-honda-clarity-plugin-hybrid/7316433963.html,phoenix,https://phoenix.craigslist.org,22590,2019,honda,clarity plug-in hybrid,good,,gas,32706,clean,other,JHMZC5F12KC004191,fwd,sedan,,https://images.craigslist.org/00N0N_ivH5RHGThKSz_0gw0co_600x450.jpg,az,33.44,-111.8,2021-05-03T14:11:24-0700
10993,7316433934,https://phoenix.craigslist.org/cph/ctd/d/phoenix-2019-toyota-avalon-xse-sedan-4d/7316433934.html,phoenix,https://phoenix.craigslist.org,31990,2019,toyota,avalon xse sedan 4d,good,6 cylinders,gas,8219,clean,other,4T1BZ1FB9KU015083,fwd,sedan,black,https://images.craigslist.org/01212_eEt4CvngF7oz_0gw0co_600x450.jpg,az,33.44,-112.08,2021-05-03T14:11:21-0700
11008,7316430256,https://phoenix.craigslist.org/evl/cto/d/san-tan-valley-1995-jeep-wrangler-4x4/7316430256.html,phoenix,https://phoenix.craigslist.org,13900,1995,jeep,wrangler,good,4 cylinders,gas,186000,clean,manual,1J4FY19P9SP304912,4wd,SUV,white,https://images.craigslist.org/00Y0Y_7fAHimbCGRzz_0CI0sY_600x450.jpg,az,33.1911,-111.528,2021-05-03T14:04:56-0700
